,Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
7947,04.02.05,10:00:00,3.1,16.3,274,7.7,49.8,,
236,20.03.04,14:00:00,2.1,9.3,93,19.0,42.9,42.88273891,56.45819399999999
8408,24.02.05,3:00:00,0.7,1.5,-200,4.3,81.0,,
1282,03.05.04,5:00:00,0.7,3.7,57,15.8,64.3,60.17628549,145.935452
7412,13.01.05,16:00:00,2.7,15.8,137,13.5,57.8,,
6022,16.11.04,17:00:00,3.5,16.3,188,16.7,25.9,,
1281,03.05.04,1:00:00,0.8,3.0,52,17.6,54.6,52.70712436,126.71071299999998
3154,20.07.04,1:00:00,-200.0,6.8,79,27.2,36.9,,
4987,04.10.04,8:00:00,-200.0,20.1,-200,18.5,67.0,,
5981,14.11.04,18:00:00,1.4,4.7,78,7.3,63.5,,
954,19.04.04,18:00:00,-200.0,8.3,-200,11.3,70.5,172.4503247,213.8123835
7046,29.12.04,16:00:00,-200.0,4.5,-200,11.8,44.3,,
1722,21.05.04,16:00:00,2.3,13.5,114,32.5,18.6,124.05691110000001,61.98206646
4095,28.08.04,15:00:00,-200.0,4.7,-200,34.5,20.5,,
1545,14.05.04,11:00:00,1.9,10.0,101,25.5,25.6,129.9258487,63.40909153
7619,22.01.05,19:00:00,0.4,12.2,167,12.2,28.7,,
918,18.04.04,5:00:00,-200.0,1.9,-200,13.8,71.9,187.907752,215.92574879999998
1991,01.06.04,13:00:00,2.5,15.7,88,24.0,49.3,,
2697,01.07.04,5:00:00,0.8,5.4,66,23.4,58.6,,
4803,26.09.04,1:00:00,2.5,11.7,101,15.5,52.2,,
1327,05.05.04,2:00:00,0.5,1.5,28,15.7,64.5,52.43756913,134.8134304
8552,02.03.05,3:00:00,0.5,0.9,-200,-1.1,41.4,,
8570,02.03.05,18:00:00,3.4,17.5,207,9.1,19.2,,
5740,04.11.04,18:00:00,8.7,47.5,171,23.1,61.1,,
6829,20.12.04,16:00:00,2.3,5.2,102,9.8,41.9,,
6598,10.12.04,16:00:00,2.3,8.7,116,17.6,19.9,,
7299,08.01.05,17:00:00,4.6,17.9,192,13.0,61.9,,
5025,06.10.04,2:00:00,-200.0,4.6,-200,19.3,68.4,,
8015,07.02.05,11:00:00,1.7,6.5,182,10.8,25.2,,
3758,14.08.04,16:00:00,0.7,3.6,48,38.9,20.3,,
5348,19.10.04,10:00:00,-200.0,24.5,-200,17.6,64.9,,
3334,27.07.04,11:00:00,-200.0,8.5,108,31.2,26.6,,
138,16.03.04,16:00:00,2.9,16.6,129,28.2,18.6,27.20170842,56.31791954
6895,23.12.04,4:00:00,1.3,3.1,85,1.5,61.4,,
2895,09.07.04,13:00:00,1.7,9.6,129,34.4,19.3,,
6672,13.12.04,14:00:00,4.8,23.3,203,15.0,41.4,,
2397,18.06.04,7:00:00,2.2,14.5,92,20.8,52.6,,
2213,10.06.04,19:00:00,5.1,25.4,211,33.1,25.9,,
5405,21.10.04,19:00:00,6.0,34.8,120,25.1,59.4,,
1372,06.05.04,8:00:00,3.6,20.3,121,15.9,53.1,37.78857137,138.30599819999998
1824,25.05.04,10:00:00,2.6,14.0,130,24.9,13.0,,
651,06.04.04,9:00:00,4.4,22.0,125,18.4,46.3,135.4716519,158.7201683
2046,04.06.04,5:00:00,-200.0,1.2,-200,19.2,51.1,,
5649,01.11.04,14:00:00,1.5,6.5,64,23.1,70.8,,
6929,24.12.04,8:00:00,4.8,14.6,149,5.7,61.3,,
2651,29.06.04,6:00:00,0.7,5.4,62,25.3,47.6,,
1801,24.05.04,8:00:00,2.0,9.7,81,18.4,24.0,,
1576,15.05.04,13:00:00,1.7,9.2,87,25.5,22.6,121.8637196,65.01571307
3867,18.08.04,19:00:00,1.7,9.2,74,33.3,32.8,,
9181,28.03.05,13:00:00,1.4,3.3,87,23.1,41.3,,
3012,14.07.04,11:00:00,1.8,11.3,122,33.4,17.1,,
1776,23.05.04,21:00:00,1.0,6.1,69,21.4,46.6,126.2940498,65.62607228
3190,21.07.04,22:00:00,3.1,17.0,120,30.1,35.8,,
32,12.03.04,3:00:00,0.8,1.9,-200,7.0,62.3,21.1872315,57.88251092
6490,06.12.04,1:00:00,0.9,3.2,66,13.3,63.6,,
1040,23.04.04,5:00:00,0.6,2.9,59,14.2,52.2,186.23794880000003,214.6546618
8616,04.03.05,16:00:00,4.8,16.6,217,11.9,42.3,,
4275,04.09.04,0:00:00,2.2,11.4,-200,26.0,45.3,,
7478,16.01.05,18:00:00,1.2,3.4,132,8.4,40.9,,
7401,13.01.05,3:00:00,1.6,6.3,-200,6.9,80.7,,
5437,23.10.04,7:00:00,2.3,13.6,65,17.6,74.8,,
515,01.04.04,5:00:00,0.9,2.9,50,11.0,63.7,71.27810621,105.1658149
1433,09.05.04,4:00:00,-200.0,8.4,-200,12.3,68.0,118.7893564,66.75035522
8339,21.02.05,6:00:00,0.6,2.1,63,3.3,84.3,,
1651,18.05.04,15:00:00,2.3,13.8,127,32.2,18.9,116.68291310000001,67.29840407
2903,09.07.04,9:00:00,1.8,9.7,115,27.4,32.0,,
8197,15.02.05,11:00:00,1.0,3.3,133,11.3,24.9,,
5767,06.11.04,6:00:00,0.6,3.7,45,14.9,72.3,,
497,31.03.04,20:00:00,2.3,9.3,105,13.2,56.0,80.63333077,108.4323736
7930,04.02.05,6:00:00,0.7,3.9,122,1.8,74.5,,
1786,24.05.04,10:00:00,1.0,5.8,90,21.7,18.1,117.4435663,70.95678022
4594,18.09.04,6:00:00,0.8,3.6,71,20.1,47.8,,
9085,24.03.05,17:00:00,2.2,10.3,143,22.2,36.2,,
6003,15.11.04,18:00:00,4.0,16.7,194,12.7,28.9,,
1080,24.04.04,12:00:00,2.6,14.6,105,27.2,32.4,171.164423,211.141366
8951,18.03.05,18:00:00,4.1,20.1,225,22.1,25.6,,
803,13.04.04,5:00:00,0.7,3.1,68,10.1,68.4,138.17769019999997,143.40885590000002
3164,20.07.04,19:00:00,-200.0,14.9,110,34.7,23.3,,
7287,08.01.05,11:00:00,2.5,10.4,141,11.6,54.1,,
153,17.03.04,3:00:00,0.7,2.6,-200,13.1,57.9,26.34273913,58.62736159
2677,30.06.04,14:00:00,2.1,13.4,152,39.3,22.2,,
3292,25.07.04,20:00:00,1.6,6.6,110,28.5,41.6,,
1250,01.05.04,19:00:00,4.0,14.7,131,20.7,42.8,34.96912348,133.8113291
1548,14.05.04,6:00:00,1.5,8.4,95,17.2,52.3,113.1925406,68.15185445
5714,03.11.04,18:00:00,3.7,20.5,107,23.8,51.4,,
2776,04.07.04,7:00:00,0.6,4.2,42,23.0,54.6,,
4444,11.09.04,22:00:00,-200.0,12.3,-200,25.3,44.6,,
4154,30.08.04,10:00:00,-200.0,13.7,-200,27.8,45.4,,
7407,13.01.05,13:00:00,2.2,11.3,135,14.2,54.1,,
3280,25.07.04,13:00:00,0.8,2.9,50,29.1,40.8,,
188,18.03.04,17:00:00,2.7,14.5,149,25.8,23.9,36.53149456,50.76046807
7365,11.01.05,22:00:00,3.4,16.6,146,12.0,67.4,,
4098,28.08.04,12:00:00,1.2,7.2,37,34.3,24.5,,
6535,08.12.04,6:00:00,0.9,3.2,67,11.8,71.8,,
589,04.04.04,8:00:00,-200.0,4.2,-200,15.3,59.0,77.03962613,116.8542412
5657,01.11.04,22:00:00,3.2,15.3,79,19.6,75.3,,
2188,09.06.04,18:00:00,4.9,27.6,222,37.3,23.4,,
3731,13.08.04,14:00:00,0.7,3.3,56,33.6,28.8,,
8945,18.03.05,12:00:00,2.4,10.3,169,22.2,28.1,,
3372,29.07.04,0:00:00,-200.0,9.0,88,25.4,30.1,,
2759,03.07.04,10:00:00,1.7,9.9,113,29.9,31.1,,
3436,31.07.04,11:00:00,3.3,15.9,174,36.0,28.0,,
7472,16.01.05,15:00:00,0.7,2.0,80,11.3,32.5,,
2345,16.06.04,22:00:00,2.5,13.7,107,23.3,43.4,,
5994,15.11.04,13:00:00,1.8,6.7,104,13.5,34.9,,
5871,10.11.04,8:00:00,1.4,5.8,128,7.1,77.9,,
4308,06.09.04,12:00:00,1.3,5.3,-200,29.2,28.6,,
7567,20.01.05,5:00:00,0.6,0.9,45,7.1,56.0,,
1757,22.05.04,17:00:00,2.8,15.8,115,25.4,39.8,129.8809205,68.39438471
728,10.04.04,3:00:00,1.0,3.6,-200,11.1,69.3,128.6031054,150.352575
1221,30.04.04,15:00:00,3.4,16.7,121,22.7,45.8,43.09559537,141.7270499
6041,17.11.04,10:00:00,3.2,14.6,213,11.4,45.4,,
4555,16.09.04,0:00:00,1.6,8.6,109,21.1,70.1,,
698,08.04.04,18:00:00,4.6,24.0,154,19.3,28.6,148.6030131,147.6000176
3683,11.08.04,14:00:00,1.0,5.1,46,36.6,30.8,,
2044,03.06.04,7:00:00,-200.0,19.9,74,19.0,61.7,,
847,15.04.04,3:00:00,-200.0,1.7,-200,10.2,63.2,157.7680936,170.8489865
540,02.04.04,0:00:00,2.0,8.0,104,14.1,54.4,79.65148070000001,107.0516507
45,12.03.04,15:00:00,2.9,14.2,126,15.8,37.0,21.09169439,59.27570633
8686,07.03.05,22:00:00,1.5,5.0,174,4.2,40.9,,
6081,19.11.04,5:00:00,0.9,1.3,36,14.7,59.8,,
9133,26.03.05,13:00:00,1.7,6.6,104,22.3,43.9,,
1230,01.05.04,5:00:00,0.6,2.6,32,16.7,67.1,39.41483182,167.87515190000002
8851,14.03.05,7:00:00,1.6,7.5,127,9.9,67.6,,
9068,23.03.05,22:00:00,2.4,12.1,172,17.7,39.7,,
1536,13.05.04,21:00:00,3.3,15.9,131,18.2,54.7,127.77186370000001,66.49285586
5942,13.11.04,1:00:00,1.5,4.9,111,15.6,60.1,,
3976,23.08.04,7:00:00,-200.0,7.6,-200,21.8,48.6,,
3926,21.08.04,5:00:00,-200.0,3.0,-200,24.8,43.4,,
1478,11.05.04,15:00:00,1.9,12.2,91,26.5,27.2,114.6374377,67.43749086
6708,15.12.04,13:00:00,4.0,-200.0,169,-200.0,-200.0,,
9092,24.03.05,14:00:00,3.0,14.1,161,20.9,43.4,,
8343,21.02.05,7:00:00,1.2,5.5,123,4.2,80.9,,
4073,27.08.04,22:00:00,1.7,-200.0,99,-200.0,-200.0,,
7201,04.01.05,7:00:00,1.1,-200.0,118,-200.0,-200.0,,
1206,30.04.04,5:00:00,0.8,4.5,66,15.7,74.7,37.04963286,144.35505790000002
7447,15.01.05,6:00:00,1.0,2.8,70,4.2,77.0,,
4216,02.09.04,16:00:00,-200.0,13.7,-200,38.7,17.3,,
126,16.03.04,3:00:00,0.7,2.3,-200,13.6,62.1,41.09115281,53.63146991
9301,02.04.05,6:00:00,0.6,2.0,107,10.7,42.8,,
6705,15.12.04,16:00:00,4.7,-200.0,176,-200.0,-200.0,,
1111,26.04.04,3:00:00,0.3,0.8,-200,14.0,44.3,178.8697455,211.2905772
1007,21.04.04,10:00:00,-200.0,17.1,-200,22.3,36.9,180.0303881,205.7364106
7450,15.01.05,3:00:00,1.6,5.1,-200,3.3,82.6,,
1352,06.05.04,2:00:00,0.5,1.2,30,12.6,72.2,30.44191681,166.43616619999997
7964,05.02.05,2:00:00,1.3,4.8,154,4.1,54.7,,
4695,22.09.04,21:00:00,2.2,11.9,115,23.4,59.9,,
1798,24.05.04,9:00:00,1.3,6.9,56,19.2,23.8,127.64891999999999,70.45313487
8256,17.02.05,18:00:00,2.4,10.0,177,8.4,45.2,,
3804,16.08.04,13:00:00,0.9,4.6,60,38.6,14.6,,
590,04.04.04,14:00:00,-200.0,5.6,-200,25.8,31.1,85.12810018,113.1579977
2515,23.06.04,21:00:00,2.5,13.0,121,27.3,35.3,,
4183,01.09.04,4:00:00,0.5,2.8,48,20.8,64.9,,
4609,18.09.04,20:00:00,2.0,9.2,116,24.7,37.1,,
1203,29.04.04,7:00:00,4.9,29.8,95,14.8,61.3,36.79363511,144.35025009999998
6921,24.12.04,22:00:00,5.4,-200.0,143,-200.0,-200.0,,
4213,02.09.04,14:00:00,-200.0,11.1,-200,34.4,24.0,,
674,07.04.04,18:00:00,3.3,13.5,121,14.7,48.7,137.92926210000002,169.8801453
8023,08.02.05,20:00:00,1.9,-200.0,187,-200.0,-200.0,,
5677,02.11.04,0:00:00,2.3,10.5,62,18.4,76.3,,
1329,05.05.04,3:00:00,0.5,1.8,-200,15.5,66.9,55.0801999,163.0920729
3985,23.08.04,20:00:00,1.7,8.6,92,28.9,28.3,,
6918,24.12.04,20:00:00,6.8,-200.0,170,-200.0,-200.0,,
5383,21.10.04,3:00:00,1.5,6.0,-200,21.4,69.0,,
2602,27.06.04,15:00:00,0.7,4.2,54,41.8,11.9,,
5762,05.11.04,16:00:00,5.0,29.8,144,24.7,43.6,,
69,13.03.04,23:00:00,2.6,10.9,130,14.7,49.3,39.58492117,57.06300284
1158,28.04.04,5:00:00,0.5,2.5,39,16.3,52.8,171.4448734,201.87939540000002
634,06.04.04,5:00:00,0.8,3.4,64,14.6,58.8,150.7901997,141.2335103
1107,25.04.04,20:00:00,2.5,8.2,101,16.6,34.0,185.5533334,217.1693078
4011,24.08.04,16:00:00,2.0,10.4,129,38.3,17.9,,
5864,10.11.04,3:00:00,0.3,0.8,-200,7.9,68.0,,
4544,16.09.04,1:00:00,0.8,4.8,55,21.9,67.1,,
3362,28.07.04,20:00:00,-200.0,13.6,131,29.6,26.1,,
3956,22.08.04,2:00:00,-200.0,5.2,-200,20.9,57.4,,
65,13.03.04,17:00:00,2.3,10.6,125,16.7,37.8,21.57600853,51.08250695
329,24.03.04,15:00:00,-200.0,6.7,91,11.3,63.9,82.481358,100.6748908
8119,12.02.05,5:00:00,1.4,6.6,136,4.1,69.0,,
2885,08.07.04,19:00:00,5.1,30.0,206,34.9,29.3,,
4088,28.08.04,2:00:00,0.6,-200.0,49,-200.0,-200.0,,
2683,30.06.04,12:00:00,2.5,13.4,155,36.6,27.8,,
3406,30.07.04,20:00:00,-200.0,14.5,135,30.9,34.2,,
1816,25.05.04,1:00:00,0.2,2.7,56,15.5,32.2,,
6869,21.12.04,9:00:00,5.5,23.5,198,6.5,38.1,,
1699,20.05.04,16:00:00,2.2,13.7,138,32.6,19.3,129.9836901,67.16590156
8123,12.02.05,8:00:00,2.3,11.9,224,6.0,62.8,,
3021,14.07.04,17:00:00,3.2,18.4,153,36.0,13.3,,
2221,11.06.04,16:00:00,1.9,12.3,120,36.4,15.1,,
9341,03.04.05,19:00:00,2.7,11.1,181,19.9,33.0,,
2237,11.06.04,8:00:00,4.8,28.9,134,22.8,42.7,,
861,15.04.04,11:00:00,3.8,17.5,135,17.1,42.1,129.3827006,166.2194342
7519,18.01.05,5:00:00,0.8,2.5,87,3.1,59.7,,
2289,14.06.04,1:00:00,0.5,1.2,30,19.7,44.8,,
2955,11.07.04,21:00:00,1.8,11.0,124,24.2,35.9,,
4882,30.09.04,1:00:00,-200.0,5.3,-200,18.3,53.1,,
8012,07.02.05,13:00:00,1.6,6.2,168,12.2,21.4,,
9252,31.03.05,5:00:00,0.6,2.6,64,12.3,74.2,,
3062,16.07.04,13:00:00,2.1,11.9,120,36.5,16.7,,
8031,08.02.05,4:00:00,0.5,1.0,54,6.0,42.9,,
5494,25.10.04,13:00:00,4.0,24.8,126,21.4,59.4,,
9117,25.03.05,16:00:00,3.4,17.5,153,21.7,47.4,,
3299,26.07.04,1:00:00,1.2,4.8,68,26.0,48.0,,
4336,07.09.04,13:00:00,2.2,10.7,-200,31.7,20.5,,
4934,02.10.04,22:00:00,-200.0,10.8,-200,20.8,65.6,,
6911,23.12.04,23:00:00,4.2,17.0,190,6.1,54.7,,
8414,24.02.05,7:00:00,1.5,5.5,170,3.8,83.8,,
6147,21.11.04,17:00:00,2.1,12.7,172,13.1,25.4,,
9256,31.03.05,13:00:00,1.2,4.0,100,24.0,30.3,,
562,03.04.04,1:00:00,1.3,6.3,88,16.2,54.2,85.38436834,100.67914870000001
6191,23.11.04,21:00:00,8.3,31.7,178,10.4,79.3,,
9275,01.04.05,2:00:00,0.5,1.1,35,14.5,43.7,,
6310,28.11.04,16:00:00,2.7,8.6,117,13.3,63.3,,
4895,30.09.04,11:00:00,-200.0,23.5,-200,21.3,50.1,,
3243,23.07.04,7:00:00,2.9,20.1,95,24.5,48.3,,
720,09.04.04,6:00:00,1.5,-200.0,86,-200.0,-200.0,133.1703848,166.1526708
791,12.04.04,17:00:00,1.2,3.5,77,10.3,65.2,141.8622909,155.4132229
6566,09.12.04,21:00:00,1.6,4.5,100,13.4,48.1,,
4677,21.09.04,13:00:00,3.8,19.3,188,29.4,36.4,,
2789,04.07.04,0:00:00,2.2,12.3,101,24.0,51.9,,
7670,24.01.05,14:00:00,0.7,5.6,-200,10.9,34.9,,
6341,29.11.04,11:00:00,6.6,30.5,232,14.9,64.9,,
8230,16.02.05,22:00:00,2.8,10.7,216,5.0,46.6,,
554,02.04.04,18:00:00,4.5,23.3,165,24.3,30.1,81.04895477,106.3009571
5019,05.10.04,17:00:00,-200.0,31.9,-200,29.7,33.1,,
2762,03.07.04,9:00:00,1.9,11.1,124,25.3,40.7,,
705,09.04.04,15:00:00,3.4,-200.0,137,-200.0,-200.0,120.31322320000001,165.87798080000002
2065,04.06.04,18:00:00,3.3,16.9,-200,26.5,29.7,,
3551,05.08.04,18:00:00,-200.0,9.4,99,21.6,78.5,,
7381,12.01.05,23:00:00,2.5,11.1,133,10.0,73.2,,
546,02.04.04,11:00:00,2.9,14.2,127,19.4,44.1,76.74904148,114.70269259999999
9200,29.03.05,5:00:00,0.5,1.9,58,13.7,67.8,,
1711,21.05.04,5:00:00,0.3,2.6,47,16.4,50.2,112.76810420000001,66.40281894
3064,16.07.04,14:00:00,2.2,13.2,150,37.5,14.3,,
633,06.04.04,1:00:00,0.8,2.7,51,15.9,57.0,145.543811,167.4695366
6148,21.11.04,0:00:00,2.5,13.9,216,5.2,50.8,,
5920,12.11.04,10:00:00,1.6,6.4,116,14.9,62.5,,
8801,12.03.05,14:00:00,0.5,7.0,129,17.9,35.3,,
8350,21.02.05,16:00:00,1.9,8.6,181,7.0,73.7,,
3988,23.08.04,9:00:00,2.0,12.0,-200,25.3,41.7,,
3082,17.07.04,3:00:00,1.2,6.7,-200,21.2,45.8,,
871,16.04.04,4:00:00,1.0,3.6,69,11.9,74.8,139.99918280000003,153.2156203
4899,30.09.04,19:00:00,5.7,30.1,166,23.6,54.4,,
528,01.04.04,7:00:00,4.2,19.8,94,9.5,69.6,90.89859812,104.13865179999999
5316,18.10.04,22:00:00,-200.0,8.0,-200,17.5,63.5,,
3704,12.08.04,6:00:00,0.7,4.5,41,26.5,60.6,,
6999,27.12.04,13:00:00,1.5,5.7,109,14.4,57.1,,
7066,30.12.04,2:00:00,-200.0,1.8,-200,9.4,45.4,,
360,25.03.04,21:00:00,2.5,10.3,119,12.2,53.2,72.46727312,100.9434193
4298,05.09.04,21:00:00,1.6,7.0,-200,27.1,26.9,,
6264,26.11.04,19:00:00,6.4,30.7,170,15.6,64.9,,
3104,18.07.04,5:00:00,0.6,3.4,50,21.1,45.6,,
8844,14.03.05,6:00:00,1.0,4.4,103,9.2,71.0,,
6230,25.11.04,23:00:00,1.8,7.6,102,9.9,62.1,,
4204,01.09.04,19:00:00,4.4,25.7,154,30.0,28.5,,
3014,14.07.04,15:00:00,2.1,12.4,113,35.3,13.8,,
1335,05.05.04,19:00:00,1.6,8.5,67,17.5,63.9,50.031656,175.51227839999999
1197,29.04.04,14:00:00,3.4,20.9,122,22.4,37.9,184.5662695,207.57530500000001
8006,07.02.05,22:00:00,1.0,2.7,117,7.1,39.6,,
6453,04.12.04,21:00:00,3.1,9.4,124,13.8,76.8,,
7042,29.12.04,5:00:00,-200.0,1.4,-200,9.1,73.9,,
167,17.03.04,10:00:00,4.3,21.3,134,17.7,40.1,45.97405403,52.051794799999996
4841,28.09.04,21:00:00,2.1,11.6,129,19.8,48.6,,
3685,11.08.04,22:00:00,1.4,7.7,54,29.4,50.0,,
8953,18.03.05,10:00:00,4.3,17.6,192,15.4,42.5,,
7641,23.01.05,8:00:00,-200.0,2.1,98,2.5,54.1,,
7893,02.02.05,18:00:00,4.8,19.5,171,10.5,25.1,,
5744,05.11.04,6:00:00,0.5,3.4,43,16.1,69.3,,
5159,11.10.04,10:00:00,3.4,17.1,88,19.2,73.4,,
7305,09.01.05,4:00:00,-200.0,2.3,55,13.7,61.1,,
6216,24.11.04,21:00:00,5.3,23.9,144,10.0,76.1,,
8752,10.03.05,1:00:00,1.3,4.5,109,7.5,65.9,,
4815,27.09.04,9:00:00,1.8,8.2,94,19.7,40.2,,
298,23.03.04,2:00:00,0.7,2.5,70,13.0,56.8,37.09169295,51.38041718
8377,22.02.05,19:00:00,3.6,13.2,251,5.6,71.6,,
4521,15.09.04,4:00:00,-200.0,3.4,-200,20.5,78.0,,
7031,28.12.04,18:00:00,-200.0,12.4,-200,12.4,59.3,,
9263,31.03.05,9:00:00,1.9,6.8,139,20.3,40.1,,
1332,05.05.04,5:00:00,0.8,3.5,54,14.6,77.1,46.38625544,144.8047795
1232,01.05.04,4:00:00,-200.0,3.5,42,16.2,69.9,30.00088282,142.1682513
2073,05.06.04,5:00:00,0.7,4.9,71,19.3,57.3,,
4406,10.09.04,22:00:00,1.6,9.2,127,26.0,33.4,,
1237,01.05.04,17:00:00,1.8,8.3,95,23.7,37.2,37.60080045,175.259524
3202,22.07.04,2:00:00,1.3,6.4,67,26.4,47.1,,
5541,27.10.04,9:00:00,2.7,12.7,108,18.2,74.0,,
6541,08.12.04,16:00:00,1.4,5.5,96,15.4,58.9,,
1482,11.05.04,11:00:00,3.0,18.3,119,23.5,29.5,120.20407990000001,69.79468615
4364,08.09.04,14:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
9310,02.04.05,23:00:00,0.7,2.1,93,13.5,37.8,,
2012,02.06.04,0:00:00,0.8,9.2,57,19.5,68.0,,
742,10.04.04,10:00:00,1.9,8.4,90,16.6,44.4,132.38921580000002,145.5351682
666,07.04.04,16:00:00,1.2,5.9,69,16.4,47.7,143.4509846,164.7981624
5539,27.10.04,11:00:00,2.7,14.9,130,21.0,57.9,,
9180,28.03.05,8:00:00,1.0,3.4,89,15.0,73.2,,
210,19.03.04,14:00:00,3.3,16.7,135,16.3,47.1,23.17880888,53.08277145
6440,04.12.04,7:00:00,1.3,6.2,70,12.4,77.1,,
3219,22.07.04,10:00:00,3.3,19.9,190,34.0,29.9,,
1236,01.05.04,7:00:00,1.2,6.5,67,16.9,66.5,38.0564606,132.2624842
2450,20.06.04,15:00:00,0.8,-200.0,54,-200.0,-200.0,,
780,12.04.04,2:00:00,0.7,2.0,54,14.6,34.0,140.87516589999998,144.1303273
3550,05.08.04,12:00:00,-200.0,10.2,108,36.8,27.2,,
8025,08.02.05,17:00:00,1.8,-200.0,172,-200.0,-200.0,,
1708,20.05.04,7:00:00,2.8,19.6,97,16.6,55.9,129.1397914,61.08203773
5150,11.10.04,21:00:00,1.9,10.3,62,20.0,63.3,,
3773,14.08.04,20:00:00,1.4,7.3,85,29.8,41.8,,
279,22.03.04,7:00:00,1.2,5.1,76,15.7,57.6,49.88173189,57.94421723
465,30.03.04,2:00:00,0.7,1.7,73,10.5,42.9,70.58124173,112.43827959999999
5166,12.10.04,2:00:00,0.5,2.1,44,18.3,65.1,,
8963,19.03.05,3:00:00,1.0,2.9,94,12.3,65.8,,
8717,08.03.05,20:00:00,5.9,24.2,246,9.5,39.0,,
7502,17.01.05,22:00:00,1.9,8.7,153,5.3,55.0,,
6429,03.12.04,21:00:00,6.2,20.9,134,14.6,75.2,,
5328,18.10.04,15:00:00,-200.0,21.4,-200,20.3,54.0,,
3024,14.07.04,20:00:00,3.0,15.5,160,29.7,25.0,,
7896,02.02.05,8:00:00,4.0,15.1,174,2.7,63.4,,
356,25.03.04,17:00:00,2.0,9.4,88,17.1,37.4,83.40096365,112.26734590000001
7702,25.01.05,14:00:00,0.4,4.2,123,4.7,48.6,,
1859,27.05.04,6:00:00,-200.0,6.5,-200,16.0,47.9,,
7849,31.01.05,21:00:00,3.7,15.0,235,6.3,39.4,,
3757,14.08.04,13:00:00,0.8,3.8,53,36.2,24.1,,
9265,31.03.05,6:00:00,0.9,6.1,80,12.6,71.5,,
1276,02.05.04,20:00:00,2.6,10.7,108,19.9,54.9,35.62420422,156.8120012
8449,25.02.05,20:00:00,4.0,13.6,195,7.8,50.8,,
2932,10.07.04,23:00:00,1.9,10.4,110,23.1,44.2,,
6277,27.11.04,8:00:00,2.5,11.1,110,13.7,76.3,,
4501,14.09.04,21:00:00,-200.0,4.2,-200,19.7,82.5,,
790,12.04.04,12:00:00,1.1,2.8,71,12.1,60.5,126.3012131,146.6360668
5214,14.10.04,4:00:00,-200.0,0.8,-200,15.1,55.4,,
4843,28.09.04,16:00:00,3.2,18.8,145,28.9,21.3,,
2512,23.06.04,11:00:00,2.3,13.0,119,32.2,25.1,,
8853,14.03.05,10:00:00,3.5,10.8,170,13.7,51.9,,
8976,19.03.05,10:00:00,2.5,9.9,156,13.4,62.0,,
1227,30.04.04,17:00:00,4.5,19.2,110,21.0,54.3,48.56909942,171.2190118
1645,18.05.04,22:00:00,1.2,8.7,75,21.1,36.5,124.57522150000001,67.74607008
7914,03.02.05,14:00:00,2.7,12.7,214,13.5,35.0,,
2459,21.06.04,5:00:00,0.5,3.5,43,18.2,57.6,,
8464,26.02.05,12:00:00,2.4,4.1,113,9.8,43.3,,
1300,03.05.04,7:00:00,3.4,21.1,101,16.8,62.5,56.84238995,146.83025759999998
4688,22.09.04,4:00:00,0.6,3.8,44,18.3,70.8,,
3404,30.07.04,17:00:00,-200.0,13.0,127,38.2,21.8,,
3899,20.08.04,13:00:00,-200.0,3.8,-200,35.5,34.9,,
3907,20.08.04,0:00:00,-200.0,5.3,-200,28.5,52.1,,
5914,12.11.04,2:00:00,0.7,2.4,71,13.1,67.7,,
2968,12.07.04,10:00:00,1.5,6.8,107,23.4,39.4,,
229,20.03.04,0:00:00,1.7,5.8,92,13.8,57.9,29.67584376,53.244045799999995
7248,06.01.05,16:00:00,2.0,7.9,122,16.2,53.0,,
8724,09.03.05,0:00:00,1.4,5.2,145,5.5,49.6,,
2526,24.06.04,4:00:00,0.6,2.8,35,23.7,53.5,,
4502,14.09.04,23:00:00,-200.0,4.4,-200,19.2,87.2,,
5999,15.11.04,21:00:00,2.4,8.6,147,12.0,34.3,,
1196,29.04.04,23:00:00,2.8,13.6,97,17.0,70.7,182.0301591,219.12280840000003
7830,31.01.05,3:00:00,0.5,0.5,-200,4.0,36.4,,
8744,10.03.05,6:00:00,0.9,3.5,101,5.3,73.2,,
7253,06.01.05,19:00:00,2.8,12.4,169,14.0,60.1,,
1947,30.05.04,21:00:00,1.5,9.8,128,23.6,30.1,,
9280,01.04.05,23:00:00,1.1,3.4,127,13.6,30.8,,
7839,31.01.05,23:00:00,1.4,5.4,161,5.1,45.6,,
6131,21.11.04,4:00:00,0.5,5.6,101,3.1,56.3,,
4570,17.09.04,6:00:00,0.5,2.2,41,19.8,56.7,,
7174,03.01.05,15:00:00,1.7,-200.0,122,-200.0,-200.0,,
6376,01.12.04,23:00:00,2.0,7.5,107,11.3,83.1,,
7901,02.02.05,9:00:00,6.7,27.3,224,2.8,64.2,,
6699,14.12.04,13:00:00,4.7,25.8,182,14.0,53.0,,
308,23.03.04,14:00:00,2.8,12.4,110,16.0,42.4,73.7516038,120.5151139
2811,05.07.04,17:00:00,3.0,19.0,174,39.3,18.9,,
4559,16.09.04,19:00:00,3.6,17.6,104,21.9,53.1,,
4970,03.10.04,10:00:00,-200.0,10.7,-200,23.5,54.5,,
7490,16.01.05,3:00:00,1.7,6.0,-200,4.0,69.5,,
