,Unnamed: 0,CO,Benzene,NO2,Temperature,Humidity(%),DateTime
2297,5647,1.8,9.6,45,19.2,74.7,2004-11-01 06:00:00
2298,6328,2.3,8.1,86,9.8,81.4,2004-11-29 02:00:00
2299,7342,2.4,17.4,145,14.1,65.9,2005-01-10 16:00:00
2300,3805,0.7,4.0,42,27.8,35.2,2004-08-16 00:00:00
2301,5508,1.4,7.9,79,19.8,63.7,2004-10-26 22:00:00
2302,5471,2.0,10.1,90,25.3,48.0,2004-10-24 15:00:00
2303,6139,0.8,7.2,145,5.9,47.8,2004-11-21 22:00:00
2304,3205,2.0,12.2,125,42.0,15.8,2004-07-22 13:00:00
2305,8962,1.0,3.6,96,11.9,65.6,2005-03-19 07:00:00
2306,682,1.1,4.8,64,8.1,70.4,2004-04-08 06:00:00
2307,3791,1.0,4.6,81,32.6,24.6,2004-08-15 19:00:00
2308,3823,0.4,2.5,25,23.6,49.2,2004-08-17 05:00:00
2309,7680,1.5,10.4,180,7.8,39.7,2005-01-24 18:00:00
2311,8425,3.5,14.1,262,6.0,78.0,2005-02-24 21:00:00
2312,2070,0.6,3.8,30,23.0,51.1,2004-06-05 21:00:00
2313,5964,0.3,0.4,20,9.5,52.2,2004-11-14 05:00:00
2314,8725,1.7,7.2,141,2.0,65.3,2005-03-09 07:00:00
2315,8606,2.3,6.8,154,4.1,81.2,2005-03-04 01:00:00
2316,795,1.0,2.9,78,13.0,59.6,2004-04-12 10:00:00
2317,7280,1.2,3.6,97,7.7,71.9,2005-01-08 06:00:00
2318,8891,1.0,3.6,99,7.6,69.2,2005-03-16 07:00:00
2319,7344,2.1,16.4,144,13.1,70.3,2005-01-10 11:00:00
2320,9094,3.2,15.3,155,18.2,43.2,2005-03-24 11:00:00
2321,3117,0.6,6.1,58,33.9,20.3,2004-07-18 19:00:00
2322,6638,2.1,9.8,102,5.4,64.1,2004-12-12 04:00:00
2324,5718,0.6,2.9,40,17.8,68.1,2004-11-04 04:00:00
2326,5587,2.7,13.9,118,20.1,75.4,2004-10-29 16:00:00
2327,7309,0.9,3.5,71,13.7,60.4,2005-01-09 10:00:00
2328,2578,1.0,5.1,69,22.4,34.9,2004-06-26 01:00:00
2329,1322,4.7,22.1,125,17.2,68.3,2004-05-04 19:00:00
2330,1139,0.7,3.3,68,15.5,47.3,2004-04-27 05:00:00
2331,5638,2.6,13.6,68,19.9,72.6,2004-10-31 23:00:00
2334,6109,1.6,8.5,149,14.8,14.3,2004-11-20 12:00:00
2336,8162,3.1,13.3,180,9.4,77.7,2005-02-13 02:00:00
2337,518,1.6,6.8,88,19.7,38.4,2004-04-01 11:00:00
2338,5152,2.5,14.1,97,21.9,57.6,2004-10-11 15:00:00
2339,2655,2.1,12.8,122,35.4,27.8,2004-06-29 11:00:00
2340,8242,1.2,3.9,139,9.0,41.4,2005-02-17 11:00:00
2341,3743,1.1,5.6,48,27.2,59.3,2004-08-13 01:00:00
2343,7612,6.4,35.7,243,9.4,69.1,2005-01-21 21:00:00
2344,4772,1.1,4.3,64,18.2,41.9,2004-09-25 10:00:00
2346,3677,2.9,18.7,62,26.0,55.8,2004-08-10 08:00:00
2347,9172,2.1,6.3,126,14.2,82.3,2005-03-27 20:00:00
2350,7443,5.8,25.7,188,8.3,75.0,2005-01-14 20:00:00
2354,4202,3.9,18.7,142,26.3,43.1,2004-09-01 09:00:00
2355,7512,4.1,18.0,199,2.4,60.2,2005-01-17 09:00:00
2356,1972,3.5,25.0,161,26.0,34.6,2004-05-31 18:00:00
2357,4205,4.9,35.2,117,23.2,54.0,2004-09-01 08:00:00
2359,1760,0.8,3.3,36,28.8,22.7,2004-05-23 14:00:00
2360,8155,2.6,10.9,150,8.3,84.0,2005-02-13 06:00:00
2362,3287,1.2,4.0,78,27.6,47.5,2004-07-25 18:00:00
2363,6072,4.5,21.5,225,7.7,72.5,2004-11-18 08:00:00
2364,4487,3.0,18.2,138,32.6,34.8,2004-09-13 12:00:00
2365,8169,0.5,1.8,62,8.3,67.2,2005-02-14 04:00:00
2368,8040,1.8,7.6,194,11.4,27.8,2005-02-08 12:00:00
2370,8773,1.4,4.8,135,6.8,44.9,2005-03-11 01:00:00
2373,4673,2.6,14.6,152,30.5,34.9,2004-09-21 15:00:00
2375,1739,1.5,9.7,93,17.6,47.6,2004-05-22 02:00:00
2376,8038,1.0,3.0,146,5.9,45.1,2005-02-08 07:00:00
2377,775,0.3,0.5,26,13.5,37.9,2004-04-12 05:00:00
2378,4339,1.3,7.7,64,23.1,47.0,2004-09-07 06:00:00
2379,1510,3.1,14.7,126,17.4,67.0,2004-05-12 14:00:00
2380,5773,1.8,7.9,83,19.1,59.2,2004-11-06 22:00:00
2382,3639,1.2,6.7,71,33.9,32.3,2004-08-09 14:00:00
2383,6413,9.4,43.9,171,15.4,73.0,2004-12-02 19:00:00
2384,1528,2.1,9.8,98,19.5,45.5,2004-05-13 15:00:00
2387,5834,3.2,17.0,156,13.0,39.3,2004-11-08 17:00:00
2389,1178,5.3,24.9,162,21.8,43.6,2004-04-28 20:00:00
2390,7495,0.7,1.1,79,3.7,55.8,2005-01-17 04:00:00
2391,2509,2.1,11.8,101,35.4,19.9,2004-06-23 13:00:00
2392,2736,1.8,11.7,108,35.6,27.2,2004-07-02 12:00:00
2394,6001,2.6,11.5,164,13.5,27.9,2004-11-15 17:00:00
2395,2528,0.7,3.7,54,22.1,56.2,2004-06-24 06:00:00
2396,3623,1.3,4.8,64,27.6,52.4,2004-08-08 11:00:00
2397,6526,3.1,14.3,115,15.4,57.9,2004-12-07 18:00:00
2398,3644,1.4,7.7,65,34.2,31.5,2004-08-09 13:00:00
2399,8458,1.5,4.1,133,6.7,49.5,2005-02-26 09:00:00
2402,6926,3.9,9.5,138,5.3,61.1,2004-12-24 07:00:00
2403,4885,1.5,9.0,87,22.1,61.3,2004-09-30 22:00:00
2404,7393,4.4,19.6,170,9.9,73.3,2005-01-12 10:00:00
2407,6392,0.9,4.0,74,12.4,75.3,2004-12-02 06:00:00
2408,2640,2.9,17.7,163,39.1,19.6,2004-06-28 17:00:00
2410,1172,3.5,20.8,145,28.4,23.4,2004-04-28 15:00:00
2411,3783,0.6,3.2,17,37.3,20.5,2004-08-15 13:00:00
2412,2981,3.3,21.1,108,19.6,54.3,2004-07-12 07:00:00
2413,6204,2.0,9.7,104,15.6,56.2,2004-11-24 13:00:00
2414,6520,2.6,11.3,115,14.5,60.4,2004-12-07 21:00:00
2417,2706,1.8,10.1,110,38.1,26.3,2004-07-01 14:00:00
2418,686,1.5,5.7,89,9.0,76.7,2004-04-08 01:00:00
2419,3466,1.2,5.0,97,26.7,60.1,2004-08-02 01:00:00
2420,8520,1.2,3.1,122,2.7,49.4,2005-02-28 09:00:00
2421,1570,1.0,5.4,71,17.4,43.4,2004-05-15 02:00:00
2426,5580,1.1,6.1,69,18.5,76.4,2004-10-29 05:00:00
2427,2247,1.2,7.2,68,36.0,20.5,2004-06-12 14:00:00
2433,786,0.7,1.7,60,10.7,67.6,2004-04-12 14:00:00
2434,6433,3.8,21.1,124,13.7,84.5,2004-12-03 08:00:00
2435,3755,0.7,3.6,44,38.2,19.6,2004-08-14 15:00:00
2436,8128,3.4,16.2,229,9.0,54.7,2005-02-12 11:00:00
2437,4751,3.3,19.3,123,25.7,47.8,2004-09-24 15:00:00
2439,8852,2.1,8.4,158,13.7,58.5,2005-03-14 22:00:00
2440,3693,1.1,7.2,42,26.1,63.7,2004-08-11 06:00:00
2441,3882,1.1,6.1,35,36.9,30.9,2004-08-19 11:00:00
2442,2828,2.2,13.7,132,34.2,27.2,2004-07-06 11:00:00
2443,5516,4.5,25.0,93,16.3,75.9,2004-10-26 08:00:00
2444,4914,2.9,17.2,91,20.2,66.3,2004-10-01 07:00:00
2448,1384,2.4,9.3,114,18.6,42.8,2004-05-07 10:00:00
2449,3983,1.6,8.2,83,32.9,24.9,2004-08-23 11:00:00
2451,2870,1.3,9.9,109,41.8,15.0,2004-07-08 13:00:00
2453,8751,1.9,8.6,137,19.8,16.0,2005-03-10 17:00:00
2454,9226,0.9,3.4,80,13.0,70.2,2005-03-30 01:00:00
2456,1243,2.0,9.2,86,26.0,31.9,2004-05-01 12:00:00
2458,827,1.1,4.9,74,11.5,61.4,2004-04-14 00:00:00
2459,2358,0.5,3.4,44,20.2,53.8,2004-06-17 05:00:00
2461,6673,4.5,30.1,198,16.0,38.6,2004-12-13 16:00:00
2462,9139,2.2,10.9,119,19.7,51.8,2005-03-26 19:00:00
2463,3005,5.0,27.6,129,19.2,48.8,2004-07-13 08:00:00
2464,3626,1.4,4.6,79,25.4,68.0,2004-08-08 12:00:00
2465,3770,1.2,6.1,72,28.2,45.9,2004-08-14 21:00:00
2467,1778,1.9,10.4,78,19.0,58.0,2004-05-23 02:00:00
2468,2404,3.7,21.3,151,25.2,42.9,2004-06-18 09:00:00
2470,5792,0.5,1.6,51,14.9,46.8,2004-11-07 08:00:00
2471,6221,8.4,36.0,181,10.1,79.3,2004-11-24 20:00:00
2472,2355,3.3,18.3,125,28.3,31.7,2004-06-16 19:00:00
2473,2290,0.3,0.8,28,19.1,52.7,2004-06-14 05:00:00
2475,2751,1.4,8.7,90,31.9,20.4,2004-07-03 19:00:00
2476,3437,3.4,15.7,160,32.8,33.4,2004-07-31 10:00:00
2478,3212,2.4,13.6,95,27.8,43.3,2004-07-22 00:00:00
2479,2826,2.4,14.3,110,27.8,29.9,2004-07-06 23:00:00
2480,4721,2.6,15.1,118,30.4,37.2,2004-09-23 15:00:00
2483,1602,1.4,7.7,82,29.5,19.8,2004-05-16 12:00:00
2484,5188,3.0,14.8,103,17.9,57.8,2004-10-12 08:00:00
2485,6113,1.9,10.9,137,14.7,16.6,2004-11-20 14:00:00
2488,6666,3.4,16.4,140,6.4,65.6,2004-12-13 08:00:00
2489,3593,1.2,6.0,67,35.5,29.8,2004-08-07 12:00:00
2490,6931,4.6,17.2,187,6.0,55.6,2004-12-24 00:00:00
2491,6675,5.9,33.4,218,14.1,44.9,2004-12-13 17:00:00
2492,1380,1.8,9.3,101,19.8,29.7,2004-05-07 14:00:00
2493,5483,1.2,7.2,59,15.8,79.6,2004-10-25 06:00:00
2494,8933,5.6,26.1,189,13.2,51.0,2005-03-17 09:00:00
2496,6519,2.4,11.6,99,14.9,58.4,2004-12-07 20:00:00
2498,3619,1.0,5.0,54,33.8,32.1,2004-08-08 18:00:00
2499,6115,2.2,10.3,192,14.8,17.9,2004-11-20 11:00:00
2500,3825,0.5,2.9,36,25.7,43.8,2004-08-17 02:00:00
2501,2395,2.4,14.8,147,37.2,21.6,2004-06-18 16:00:00
2502,772,1.8,7.3,90,20.2,29.2,2004-04-11 11:00:00
2504,2491,2.2,13.6,120,33.5,22.9,2004-06-22 16:00:00
2505,5414,2.2,13.2,74,21.3,68.5,2004-10-22 00:00:00
2506,630,0.5,1.8,35,14.1,61.6,2004-04-06 04:00:00
2507,6481,2.0,6.5,106,12.4,77.5,2004-12-05 01:00:00
2508,3890,1.4,7.8,56,27.6,52.1,2004-08-19 07:00:00
2510,6482,1.8,7.7,86,12.0,80.8,2004-12-05 15:00:00
2511,8422,3.0,13.3,267,7.6,70.8,2005-02-24 16:00:00
2512,1323,5.4,20.8,132,16.1,75.2,2004-05-04 20:00:00
2513,5739,5.8,33.0,124,22.2,63.7,2004-11-04 19:00:00
2514,6594,1.5,6.2,110,17.1,23.5,2004-12-10 12:00:00
2515,8555,0.4,0.9,73,-1.3,46.3,2005-03-02 05:00:00
2516,2387,1.0,6.0,81,23.5,48.3,2004-06-18 01:00:00
2517,2675,0.9,7.4,61,26.4,53.1,2004-06-30 06:00:00
2519,1491,5.0,26.1,159,21.1,40.2,2004-05-11 20:00:00
2522,4170,2.0,10.3,87,26.2,47.8,2004-08-31 20:00:00
2524,7621,2.1,16.9,215,8.4,36.5,2005-01-22 22:00:00
2525,8644,2.6,10.9,185,7.8,63.4,2005-03-05 20:00:00
2526,8514,0.4,0.7,66,2.5,52.7,2005-02-28 07:00:00
2527,5693,9.2,48.2,119,20.9,67.5,2004-11-02 20:00:00
2528,2392,2.1,12.6,126,37.3,21.9,2004-06-18 15:00:00
2529,1314,2.4,12.1,105,20.4,54.0,2004-05-04 14:00:00
2531,3286,0.9,3.7,52,23.8,63.5,2004-07-25 01:00:00
2533,7483,1.7,6.3,130,6.1,50.3,2005-01-16 09:00:00
2534,6013,0.9,3.3,119,10.1,44.0,2004-11-16 07:00:00
2536,3663,1.2,6.7,88,39.8,25.4,2004-08-10 16:00:00
2537,6251,2.1,8.1,98,8.9,71.8,2004-11-26 02:00:00
2539,5979,1.1,3.0,106,9.1,49.6,2004-11-14 20:00:00
2540,845,5.0,27.7,99,13.3,55.6,2004-04-14 08:00:00
2541,2698,0.9,6.4,60,24.4,55.2,2004-07-01 06:00:00
2542,3189,2.9,15.3,120,31.2,33.2,2004-07-21 21:00:00
2543,4748,2.7,14.5,96,24.9,49.2,2004-09-24 16:00:00
2547,5505,1.0,5.5,48,15.5,78.5,2004-10-26 02:00:00
2549,3284,0.9,3.6,66,27.6,43.7,2004-07-25 11:00:00
2550,3253,1.1,5.0,57,27.3,45.7,2004-07-24 22:00:00
2551,4725,3.3,16.9,148,26.2,48.7,2004-09-23 20:00:00
2553,1487,4.5,22.6,163,21.9,35.2,2004-05-11 10:00:00
2554,2662,2.7,15.3,132,32.4,32.3,2004-06-29 10:00:00
2555,6660,1.5,6.8,106,5.6,68.9,2004-12-13 07:00:00
2556,4632,2.2,11.0,129,32.2,24.7,2004-09-19 12:00:00
2557,8473,3.5,8.1,161,7.2,56.7,2005-02-26 21:00:00
2558,1114,0.7,2.2,43,14.2,45.5,2004-04-26 01:00:00
2559,4870,3.4,19.6,179,27.2,30.4,2004-09-29 12:00:00
2561,8946,2.3,12.9,177,25.9,21.9,2005-03-18 15:00:00
2563,859,4.0,19.5,129,19.2,35.7,2004-04-15 14:00:00
2564,6401,4.4,19.2,145,14.3,66.1,2004-12-02 10:00:00
2565,1966,1.8,15.7,128,28.1,29.8,2004-05-31 16:00:00
2566,6245,4.0,21.8,187,15.4,41.3,2004-11-25 17:00:00
2569,8736,3.8,17.8,168,14.6,41.0,2005-03-09 18:00:00
2570,7388,3.8,17.7,185,14.7,52.3,2005-01-12 13:00:00
2571,5054,1.7,11.0,73,21.8,58.2,2004-10-07 22:00:00
2572,8862,0.5,1.1,58,11.6,61.0,2005-03-15 04:00:00
2573,7286,2.3,10.0,113,6.7,77.1,2005-01-08 08:00:00
2574,5559,1.6,10.0,61,15.5,77.2,2004-10-28 06:00:00
2575,6790,1.3,6.1,90,10.8,80.0,2004-12-18 05:00:00
2577,6985,2.1,6.9,129,13.6,68.9,2004-12-26 17:00:00
2579,876,1.9,6.7,93,13.4,69.6,2004-04-16 01:00:00
2582,5666,3.2,15.9,69,20.1,71.3,2004-11-01 00:00:00
2583,7455,2.6,10.9,142,4.0,78.5,2005-01-15 09:00:00
2584,1240,1.8,9.2,82,26.1,30.3,2004-05-01 15:00:00
2585,7629,0.8,15.6,196,6.3,78.8,2005-01-22 08:00:00
2586,3742,1.2,5.1,74,26.6,50.4,2004-08-13 22:00:00
2588,7338,3.1,16.4,128,13.8,66.4,2005-01-10 19:00:00
2589,5936,1.0,2.7,75,15.7,59.5,2004-11-13 02:00:00
2591,4644,1.1,5.7,79,22.7,53.8,2004-09-20 00:00:00
2592,1506,3.4,14.8,123,17.6,43.7,2004-05-12 19:00:00
2593,2609,1.2,6.9,90,42.2,14.2,2004-06-27 16:00:00
2594,6853,1.5,4.3,127,6.4,35.8,2004-12-21 01:00:00
2595,4859,0.9,4.1,71,16.3,56.8,2004-09-29 01:00:00
2597,7247,1.9,7.7,134,15.6,54.8,2005-01-06 17:00:00
2600,6359,2.5,11.0,127,12.3,78.9,2004-11-30 08:00:00
2601,8437,2.0,7.9,150,12.6,38.5,2005-02-25 16:00:00
2602,8548,2.1,7.5,148,1.8,35.4,2005-03-01 19:00:00
2603,6940,7.9,22.9,217,10.5,51.1,2004-12-24 14:00:00
2604,8198,1.4,4.8,135,12.0,19.3,2005-02-15 14:00:00
2605,6058,1.4,6.6,122,6.1,76.7,2004-11-18 06:00:00
2607,6214,3.8,18.7,114,9.8,80.5,2004-11-24 08:00:00
2608,7320,1.9,8.1,127,15.0,56.2,2005-01-09 12:00:00
2609,6078,2.6,3.6,120,13.4,14.3,2004-11-19 22:00:00
2611,5052,1.7,10.8,60,20.9,61.3,2004-10-07 23:00:00
2612,7829,1.3,3.5,130,4.0,39.0,2005-01-30 23:00:00
2613,4722,2.4,14.8,118,26.3,48.1,2004-09-23 10:00:00
2615,6546,2.3,6.9,98,17.3,53.3,2004-12-08 14:00:00
2618,8441,1.4,6.1,175,5.3,80.2,2005-02-25 07:00:00
2619,6972,1.0,3.8,106,11.8,77.5,2004-12-26 22:00:00
2620,4789,0.9,4.2,54,22.1,30.5,2004-09-26 14:00:00
2622,1234,1.3,6.5,68,24.8,34.8,2004-05-01 14:00:00
2624,2275,1.0,2.9,68,20.7,43.4,2004-06-13 18:00:00
2625,9223,0.4,1.4,56,11.5,71.5,2005-03-30 04:00:00
2629,7880,2.2,10.1,133,13.7,19.9,2005-02-02 14:00:00
2630,7571,0.9,2.9,93,7.0,57.6,2005-01-20 06:00:00
2632,8258,2.7,10.6,202,7.7,42.1,2005-02-17 09:00:00
2634,6142,1.5,9.7,196,4.9,53.0,2004-11-21 01:00:00
2635,7119,2.2,7.9,147,12.5,32.3,2005-01-01 15:00:00
2636,8641,1.9,7.0,152,6.5,73.9,2005-03-05 23:00:00
2637,9194,2.9,9.4,157,17.6,54.4,2005-03-28 20:00:00
2638,5757,3.6,22.4,105,20.3,61.4,2004-11-05 19:00:00
2640,1979,0.3,4.7,45,18.6,75.7,2004-06-01 00:00:00
2642,7266,3.0,15.3,125,6.3,77.4,2005-01-07 09:00:00
2643,2804,1.8,11.1,132,40.1,16.1,2004-07-05 16:00:00
2644,5144,0.4,1.9,29,17.9,77.7,2004-10-11 04:00:00
2645,889,4.6,18.9,148,14.5,75.7,2004-04-16 14:00:00
2647,8709,3.0,12.3,215,10.9,25.7,2005-03-08 11:00:00
2648,8754,1.3,6.4,100,4.3,76.1,2005-03-10 07:00:00
2649,6380,3.5,17.1,182,13.8,63.6,2004-12-01 12:00:00
2650,694,2.4,12.7,112,19.3,34.2,2004-04-08 11:00:00
2653,6857,2.2,7.7,142,8.9,34.5,2004-12-21 15:00:00
2654,4784,0.9,3.1,69,22.1,29.5,2004-09-26 15:00:00
2655,7290,2.7,11.2,139,13.5,49.4,2005-01-08 12:00:00
2656,8260,3.3,12.9,200,7.4,47.2,2005-02-17 20:00:00
2660,5878,2.2,9.9,148,10.5,70.3,2004-11-10 22:00:00
2661,1374,0.7,2.8,48,14.6,61.1,2004-05-07 05:00:00
2662,5815,0.2,0.4,18,10.8,50.9,2004-11-08 05:00:00
2663,1669,2.1,11.5,122,27.7,26.3,2004-05-19 11:00:00
2664,3606,0.6,2.4,33,23.9,61.2,2004-08-08 04:00:00
2665,2802,2.2,12.2,140,36.2,18.0,2004-07-05 12:00:00
2666,7604,1.6,20.3,194,12.0,56.5,2005-01-21 19:00:00
2667,1325,4.5,23.0,109,16.6,78.0,2004-05-04 07:00:00
2668,8044,2.1,10.0,224,6.0,46.4,2005-02-08 08:00:00
2670,6432,4.9,23.6,128,15.7,72.7,2004-12-03 19:00:00
2671,2195,1.0,7.6,61,24.1,43.3,2004-06-10 00:00:00
2672,2924,1.0,6.7,70,21.6,51.9,2004-07-10 02:00:00
2674,7403,1.6,8.0,103,7.7,76.8,2005-01-13 07:00:00
2675,529,4.6,21.0,139,16.2,48.6,2004-04-01 09:00:00
2676,7771,1.1,2.4,97,3.3,47.4,2005-01-28 01:00:00
2677,1523,1.0,4.5,85,15.9,55.3,2004-05-13 06:00:00
2679,2284,1.0,5.8,53,25.4,45.5,2004-06-13 01:00:00
2680,3469,0.8,5.6,56,24.6,62.7,2004-08-02 06:00:00
2681,2768,0.5,4.1,47,39.3,14.5,2004-07-04 15:00:00
2683,9005,4.0,14.8,176,16.0,54.9,2005-03-20 20:00:00
2685,2900,1.7,10.2,112,24.8,36.8,2004-07-09 21:00:00
2686,7966,1.5,5.1,167,4.9,52.0,2005-02-05 01:00:00
2688,5551,0.9,4.5,58,16.9,72.0,2004-10-28 00:00:00
2689,1146,2.0,10.9,108,17.9,43.5,2004-04-27 23:00:00
2690,2622,0.5,3.1,60,24.0,46.4,2004-06-28 05:00:00
2691,8392,1.5,4.3,142,4.2,78.2,2005-02-23 00:00:00
2692,6613,1.7,6.1,109,18.4,19.7,2004-12-11 15:00:00
2694,1656,3.2,14.6,115,20.3,38.1,2004-05-18 09:00:00
2695,3192,3.4,18.6,144,33.3,29.9,2004-07-21 20:00:00
2696,6225,2.2,9.4,94,4.0,85.7,2004-11-25 05:00:00
2697,2555,1.6,8.3,89,35.5,20.3,2004-06-25 14:00:00
2698,2708,3.4,16.5,149,30.9,30.4,2004-07-01 20:00:00
2699,5719,0.5,2.6,40,16.1,73.5,2004-11-04 05:00:00
2700,3689,1.2,6.6,49,27.2,59.1,2004-08-11 01:00:00
2701,4384,2.0,13.0,129,35.0,17.3,2004-09-09 13:00:00
2702,1476,1.4,8.4,64,11.3,70.4,2004-05-11 06:00:00
2703,1819,2.1,13.5,114,29.2,9.8,2004-05-25 12:00:00
2704,6144,1.9,11.2,193,12.2,30.0,2004-11-21 13:00:00
2705,7890,3.1,13.4,158,13.2,20.4,2005-02-02 17:00:00
2706,5386,2.0,9.3,77,20.8,71.7,2004-10-21 02:00:00
2707,6157,1.0,8.2,145,3.9,55.9,2004-11-22 01:00:00
2708,7427,1.4,7.3,110,5.7,79.3,2005-01-14 07:00:00
2709,8021,2.3,8.7,246,2.9,49.5,2005-02-07 08:00:00
2711,8813,2.4,14.1,201,13.2,51.4,2005-03-12 20:00:00
2712,7413,2.9,13.3,129,11.0,67.1,2005-01-13 20:00:00
2713,3127,0.1,2.8,51,26.6,33.0,2004-07-19 02:00:00
2714,800,0.5,1.3,36,10.5,59.9,2004-04-13 01:00:00
2715,4684,5.6,31.4,133,18.2,66.1,2004-09-21 07:00:00
2716,2421,0.9,5.6,72,23.5,47.6,2004-06-19 07:00:00
2719,8673,0.4,0.6,45,4.5,63.1,2005-03-07 05:00:00
2720,738,1.4,6.0,65,10.8,70.5,2004-04-10 06:00:00
2721,7788,0.7,0.8,60,1.9,49.7,2005-01-29 02:00:00
2723,1379,0.9,3.3,56,13.7,69.4,2004-05-07 02:00:00
2724,8642,2.2,7.8,166,6.5,74.7,2005-03-05 22:00:00
2725,6190,5.3,27.1,186,14.2,67.8,2004-11-23 16:00:00
2729,1610,2.4,10.6,118,23.7,39.4,2004-05-16 20:00:00
2732,6260,4.9,22.7,196,15.5,56.2,2004-11-26 13:00:00
2733,8614,3.3,14.9,188,8.6,57.6,2005-03-04 12:00:00
2734,1373,3.6,14.6,139,12.7,74.2,2004-05-06 16:00:00
2735,6533,4.1,19.8,155,16.9,54.2,2004-12-07 11:00:00
2736,2582,1.0,5.6,65,38.4,17.5,2004-06-26 15:00:00
2738,8769,0.8,2.4,90,5.7,50.1,2005-03-11 03:00:00
2740,5068,6.7,37.1,128,24.0,50.6,2004-10-07 19:00:00
2741,7258,1.0,3.1,69,6.4,76.3,2005-01-07 07:00:00
2742,8849,1.6,7.7,128,20.0,33.0,2005-03-14 15:00:00
2743,8007,1.4,5.4,149,12.0,21.9,2005-02-07 14:00:00
2745,6205,2.3,10.1,106,10.4,80.8,2004-11-24 02:00:00
2747,7780,1.6,6.2,167,4.2,48.7,2005-01-28 08:00:00
2748,5986,0.5,1.1,44,10.6,34.9,2004-11-15 01:00:00
2749,8000,0.8,1.5,78,4.3,38.1,2005-02-07 02:00:00
2750,6082,1.0,1.6,45,15.4,55.9,2004-11-19 06:00:00
2751,2337,0.8,4.0,51,21.3,58.1,2004-06-16 02:00:00
2752,3586,0.6,3.3,44,22.6,63.4,2004-08-07 06:00:00
2756,6555,3.5,9.2,121,13.9,76.7,2004-12-08 21:00:00
2757,3236,2.5,14.8,115,33.1,28.3,2004-07-23 20:00:00
2758,1690,0.8,5.8,73,18.0,53.0,2004-05-20 01:00:00
2759,8284,2.9,11.5,236,5.4,51.8,2005-02-18 23:00:00
2760,2661,2.5,15.3,141,37.2,25.6,2004-06-29 15:00:00
2762,4540,6.1,28.6,170,26.5,50.8,2004-09-15 18:00:00
2763,7444,5.7,26.1,197,8.2,74.9,2005-01-14 18:00:00
2764,6177,1.4,7.7,98,8.5,81.1,2004-11-23 06:00:00
2765,6874,2.1,6.7,121,9.8,30.3,2004-12-22 15:00:00
2768,1254,0.6,2.6,37,14.7,65.2,2004-05-02 05:00:00
2769,3858,1.4,7.4,71,36.4,27.1,2004-08-18 16:00:00
2770,7152,2.8,8.8,166,8.9,54.6,2005-01-02 18:00:00
2772,5821,1.3,6.0,100,13.4,36.3,2004-11-08 13:00:00
2774,9165,1.6,6.4,102,16.3,65.2,2005-03-27 00:00:00
2775,6338,5.0,23.0,168,15.3,63.2,2004-11-29 12:00:00
2776,1716,1.2,6.8,93,20.5,42.0,2004-05-21 00:00:00
2777,2581,1.0,5.9,69,38.3,15.8,2004-06-26 14:00:00
2778,1285,1.6,7.1,94,18.0,49.3,2004-05-03 00:00:00
2779,5141,3.7,17.2,103,24.7,56.9,2004-10-10 00:00:00
2783,1941,0.5,5.2,83,31.7,16.2,2004-05-30 17:00:00
2784,5754,2.9,15.9,98,20.0,63.2,2004-11-05 20:00:00
2785,5154,3.2,16.2,76,19.7,65.1,2004-10-11 20:00:00
2786,2400,2.5,14.9,142,29.3,34.8,2004-06-18 10:00:00
2787,6845,3.1,9.7,127,6.8,82.8,2004-12-20 00:00:00
2788,8037,1.6,5.3,165,13.9,20.7,2005-02-08 15:00:00
2789,4187,1.7,10.4,93,31.1,28.6,2004-09-01 14:00:00
2791,1157,4.1,23.4,122,15.9,48.5,2004-04-27 07:00:00
2792,8317,1.0,2.5,94,10.6,45.8,2005-02-20 11:00:00
2793,6563,0.6,1.3,63,14.6,56.7,2004-12-09 07:00:00
2794,2384,0.4,2.6,36,21.9,50.1,2004-06-18 05:00:00
2795,7926,0.4,2.2,80,3.9,65.5,2005-02-04 05:00:00
2796,5933,5.2,20.8,178,16.7,58.0,2004-11-12 19:00:00
2797,6513,1.1,3.5,70,13.1,67.4,2004-12-07 02:00:00
2798,5945,1.9,8.0,118,17.7,51.5,2004-11-13 19:00:00
2799,2890,2.2,14.0,162,31.0,17.1,2004-07-09 18:00:00
2800,2462,1.5,7.9,106,29.6,21.0,2004-06-21 11:00:00
2801,1983,1.5,12.4,78,24.6,47.5,2004-06-01 15:00:00
2802,3810,1.4,7.4,106,35.3,17.0,2004-08-16 11:00:00
2803,6069,3.8,17.4,212,18.3,51.0,2004-11-18 16:00:00
2804,8039,1.5,6.9,158,12.7,27.4,2005-02-08 13:00:00
2805,8950,3.1,14.9,187,18.8,33.5,2005-03-18 11:00:00
2806,2309,2.7,12.2,92,24.2,39.2,2004-06-14 17:00:00
2807,7466,3.6,14.7,168,6.5,67.6,2005-01-15 21:00:00
2809,877,2.4,10.5,100,19.2,42.7,2004-04-16 12:00:00
2810,8160,2.8,12.5,140,8.9,81.3,2005-02-13 04:00:00
2811,4211,1.5,7.5,96,24.4,45.6,2004-09-02 01:00:00
2812,3815,1.3,5.7,84,28.0,34.9,2004-08-16 22:00:00
2813,767,1.2,4.0,63,11.0,56.6,2004-04-11 01:00:00
2815,8861,6.5,28.3,227,15.9,47.9,2005-03-14 20:00:00
2816,6210,4.1,16.8,123,7.7,84.3,2004-11-24 23:00:00
