,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
43962,None,285.813,0.0,0.0,0,Clear,Sky is Clear,5/10/2018 1:00,364,very low
20669,None,247.15,0.0,0.0,1,Clear,sky is clear,1/17/2016 8:00,1988,low
3816,None,266.63,0.0,0.0,90,Snow,heavy snow,2/23/2013 6:00,1188,very low
31632,None,259.35,0.0,0.0,1,Clear,sky is clear,3/10/2017 9:00,5267,high
24903,None,297.89,0.0,0.0,1,Clear,sky is clear,7/12/2016 21:00,2802,low
33618,None,297.82,0.0,0.0,40,Clouds,scattered clouds,5/14/2017 21:00,2820,low
37539,None,289.34,0.0,0.0,75,Clouds,broken clouds,9/28/2017 11:00,4821,high
44045,None,277.69,0.0,0.0,1,Clear,sky is clear,5/13/2018 6:00,868,very low
28960,None,263.75,0.0,0.0,75,Snow,light snow,12/9/2016 18:00,5025,high
28265,None,270.59,0.0,0.0,20,Clouds,few clouds,11/20/2016 17:00,3654,medium
25175,None,295.42,13.46,0.0,90,Mist,mist,7/23/2016 13:00,10,very low
31418,None,269.84,0.0,0.0,90,Snow,light snow,3/1/2017 22:00,1720,low
14487,None,284.43,0.25,0.0,75,Rain,light rain,5/20/2014 3:00,353,very low
39344,None,278.08,0.0,0.0,1,Clear,sky is clear,11/29/2017 18:00,4914,high
31522,None,283.22,0.0,0.0,90,Clouds,overcast clouds,3/6/2017 3:00,363,very low
11703,None,251.64,0.0,0.0,40,Clouds,scattered clouds,1/23/2014 17:00,5676,high
3766,None,260.22,0.0,0.0,20,Clouds,few clouds,2/21/2013 12:00,5044,high
43236,None,271.09,0.0,0.0,90,Mist,mist,4/14/2018 9:00,1755,low
40231,None,251.15,0.0,0.0,1,Clear,sky is clear,12/31/2017 0:00,1000,very low
14724,None,287.97,0.0,0.0,20,Clouds,few clouds,5/29/2014 7:00,6340,very high
2201,None,269.25,0.0,0.0,90,Haze,haze,12/19/2012 13:00,5084,high
5071,None,271.45,0.0,0.0,90,Snow,heavy snow,4/13/2013 3:00,351,very low
35612,None,291.09,0.0,0.0,1,Clear,sky is clear,7/23/2017 23:00,1263,very low
32979,None,291.3,0.0,0.0,1,Clear,sky is clear,4/23/2017 18:00,3722,medium
6818,None,287.44,0.0,0.0,32,Clouds,scattered clouds,6/9/2013 8:00,1590,low
17894,None,293.39,0.0,0.0,40,Rain,light rain,9/2/2015 7:00,6477,very high
40176,None,260.0,0.0,0.0,90,Mist,mist,12/28/2017 22:00,1916,low
37603,None,288.55,0.0,0.0,75,Clouds,broken clouds,10/1/2017 1:00,894,very low
25028,None,288.394,0.0,0.0,44,Clouds,scattered clouds,7/18/2016 2:00,319,very low
24745,None,292.85,1.02,0.0,75,Rain,moderate rain,7/7/2016 4:00,843,very low
37778,None,281.43,0.0,0.0,75,Mist,mist,10/6/2017 8:00,5817,high
11648,None,255.72,0.0,0.0,64,Clouds,broken clouds,1/21/2014 15:00,5670,high
22526,None,291.68,0.0,0.0,40,Clouds,scattered clouds,4/18/2016 0:00,588,very low
21975,None,276.63,0.0,0.0,40,Clouds,scattered clouds,3/22/2016 20:00,2993,medium
7170,None,295.2,0.0,0.0,90,Rain,heavy intensity rain,6/24/2013 5:00,2937,medium
32415,None,275.96,0.0,0.0,1,Clear,sky is clear,4/6/2017 3:00,362,very low
44093,None,289.35,0.0,0.0,90,Mist,mist,5/14/2018 22:00,2107,low
3331,None,271.15,0.0,0.0,90,Snow,heavy snow,2/3/2013 18:00,2196,low
17204,None,291.7,0.0,0.0,1,Mist,mist,8/8/2015 6:00,1425,very low
34923,None,296.61,0.0,0.0,90,Rain,moderate rain,6/28/2017 17:00,6039,very high
29653,None,269.65,0.0,0.0,40,Clouds,scattered clouds,1/1/2017 3:00,794,very low
15198,None,286.63,0.0,0.0,92,Clouds,overcast clouds,7/2/2014 6:00,5655,high
46497,None,293.51,0.0,0.0,1,Mist,mist,8/6/2018 23:00,1148,very low
6089,None,299.15,0.0,0.0,1,Clear,sky is clear,5/17/2013 13:00,5616,high
26518,None,285.76,0.0,0.0,1,Clear,sky is clear,9/11/2016 0:00,1909,low
14243,None,289.04,2.98,0.0,90,Rain,heavy intensity rain,5/11/2014 23:00,1039,very low
18577,None,291.07,0.0,0.0,90,Clouds,overcast clouds,9/24/2015 22:00,1920,low
26294,None,289.85,0.0,0.0,1,Clear,sky is clear,9/4/2016 1:00,691,very low
16767,None,296.97,0.0,0.0,1,Clear,sky is clear,7/22/2015 10:00,4503,high
4850,None,276.68,0.0,0.0,75,Clouds,broken clouds,4/7/2013 6:00,710,very low
8872,None,296.52,0.0,0.0,48,Clouds,scattered clouds,9/10/2013 11:00,4874,high
4350,None,268.52,0.0,0.0,75,Clouds,broken clouds,3/17/2013 13:00,4319,medium
32449,None,287.27,0.0,0.0,1,Clear,sky is clear,4/7/2017 14:00,5464,high
15330,None,295.34,0.0,0.0,20,Clouds,few clouds,7/8/2014 12:00,5170,high
11196,None,265.27,0.25,0.0,64,Mist,mist,1/3/2014 16:00,5923,very high
29047,None,263.68,0.0,0.0,1,Snow,light snow,12/11/2016 22:00,1421,very low
23766,None,292.05,0.0,0.0,75,Clouds,broken clouds,5/29/2016 10:00,3307,medium
37924,None,284.15,0.0,0.0,1,Clear,sky is clear,10/10/2017 17:00,6476,very high
1761,None,276.37,0.0,0.0,90,Clouds,overcast clouds,12/6/2012 20:00,2983,medium
47849,None,287.24,3.45,0.0,90,Rain,moderate rain,9/19/2018 11:00,4567,high
14092,None,290.45,0.0,0.0,24,Clouds,few clouds,5/7/2014 16:00,6884,very high
33694,None,291.21,0.0,0.0,90,Thunderstorm,thunderstorm,5/17/2017 1:00,440,very low
205,None,275.34,0.0,0.0,1,Clear,sky is clear,10/11/2012 10:00,4638,high
11408,None,277.18,0.83,0.0,64,Rain,light rain,1/12/2014 13:00,3997,medium
614,None,284.77,0.0,0.0,90,Mist,mist,10/25/2012 17:00,6488,very high
47592,None,292.48,0.0,0.0,1,Clear,sky is clear,9/10/2018 23:00,887,very low
35814,None,292.37,0.0,0.0,1,Clear,sky is clear,7/31/2017 1:00,521,very low
44151,None,298.63,0.0,0.0,20,Clouds,few clouds,5/16/2018 21:00,3187,medium
2308,None,261.62,0.0,0.0,20,Clouds,few clouds,12/22/2012 19:00,3132,medium
30893,None,261.65,0.0,0.0,1,Clear,sky is clear,2/9/2017 12:00,4864,high
27875,None,292.46,0.0,0.0,1,Clear,sky is clear,11/6/2016 13:00,3618,medium
2436,None,258.94,0.0,0.0,75,Clouds,broken clouds,12/28/2012 3:00,394,very low
26265,None,291.66,0.0,0.0,1,Haze,haze,9/2/2016 20:00,2915,medium
34418,None,294.61,0.0,0.0,1,Clear,sky is clear,6/11/2017 5:00,537,very low
41233,None,258.22,0.0,0.0,1,Haze,haze,2/4/2018 2:00,670,very low
35620,None,287.03,0.0,0.0,1,Mist,mist,7/24/2017 5:00,2838,low
10097,None,260.64,0.0,0.0,1,Clear,sky is clear,11/24/2013 6:00,745,very low
23918,None,290.32,0.7,0.0,40,Rain,light rain,6/3/2016 22:00,2685,low
6689,None,289.11,0.25,0.0,92,Rain,moderate rain,6/5/2013 11:00,4756,high
32696,None,286.71,0.0,0.0,90,Drizzle,drizzle,4/15/2017 1:00,799,very low
43474,None,273.72,0.0,0.0,1,Clear,sky is clear,4/21/2018 6:00,1418,very low
46591,None,290.41,0.0,0.0,5,Mist,mist,8/10/2018 7:00,5950,very high
32488,None,285.49,0.0,0.0,1,Clear,sky is clear,4/9/2017 5:00,437,very low
19590,None,273.99,0.0,0.0,40,Clouds,scattered clouds,11/19/2015 18:00,4647,high
18290,None,295.72,0.0,0.0,1,Rain,light rain,9/16/2015 1:00,414,very low
34835,None,290.69,0.0,0.0,90,Clouds,overcast clouds,6/25/2017 21:00,2782,low
19947,None,275.72,0.0,0.0,90,Mist,mist,12/12/2015 9:00,3704,medium
33038,None,285.27,0.0,0.0,90,Mist,mist,4/25/2017 19:00,3193,medium
44373,None,291.84,0.0,0.0,1,Rain,light rain,5/25/2018 6:00,5111,high
32348,None,283.4,0.0,0.0,90,Drizzle,drizzle,4/3/2017 18:00,4165,medium
37135,None,302.15,0.0,0.0,75,Clouds,broken clouds,9/13/2017 17:00,6344,very high
39977,None,268.15,0.0,0.0,90,Snow,light snow,12/21/2017 18:00,4535,high
34775,None,294.76,0.0,0.0,90,Clouds,overcast clouds,6/23/2017 16:00,5868,very high
31476,None,270.02,0.0,0.0,1,Clear,sky is clear,3/4/2017 5:00,526,very low
38113,None,294.55,0.0,0.0,1,Clear,sky is clear,10/17/2017 15:00,5873,very high
40901,None,265.62,0.0,0.0,90,Clouds,overcast clouds,1/23/2018 8:00,3196,medium
12301,None,267.29,0.0,0.0,90,Clouds,overcast clouds,2/16/2014 22:00,1602,low
27756,None,282.6,0.0,0.0,1,Clear,sky is clear,11/1/2016 20:00,2494,low
24647,None,299.4,0.0,0.0,20,Clouds,few clouds,7/3/2016 17:00,3225,medium
20675,None,253.87,0.0,0.0,1,Clear,sky is clear,1/17/2016 16:00,3749,medium
38201,None,290.22,0.0,0.0,75,Clouds,broken clouds,10/21/2017 6:00,1248,very low
13810,None,287.21,0.0,0.0,90,Clouds,overcast clouds,4/21/2014 1:00,330,very low
12937,None,271.07,0.0,0.0,90,Clouds,overcast clouds,3/15/2014 13:00,4734,high
46936,State Fair,289.02,0.0,0.0,1,Clear,sky is clear,8/23/2018 0:00,596,very low
43211,None,272.82,0.0,0.0,90,Snow,snow,4/13/2018 23:00,1143,very low
19954,None,276.79,0.0,0.0,90,Mist,mist,12/12/2015 20:00,2920,medium
19821,None,275.8,0.0,0.0,1,Clear,sky is clear,12/4/2015 12:00,5514,high
24002,None,286.86,0.0,0.0,1,Clear,sky is clear,6/7/2016 0:00,636,very low
17269,None,297.59,0.0,0.0,40,Clouds,scattered clouds,8/10/2015 12:00,4759,high
15299,None,293.45,0.0,0.0,0,Clear,Sky is Clear,7/7/2014 7:00,6136,very high
4349,None,267.89,0.0,0.0,20,Clouds,few clouds,3/17/2013 12:00,4238,medium
3716,None,271.57,0.0,0.0,90,Clouds,overcast clouds,2/18/2013 19:00,2816,low
12083,None,257.77,0.0,0.0,1,Clear,sky is clear,2/7/2014 20:00,2732,low
7771,None,298.96,0.0,0.0,64,Clouds,broken clouds,7/19/2013 0:00,3050,medium
16814,None,293.11,2.91,0.0,90,Rain,moderate rain,7/24/2015 6:00,4879,high
28564,None,279.75,0.0,0.0,90,Rain,moderate rain,11/28/2016 0:00,454,very low
3135,None,255.99,0.0,0.0,90,Clouds,overcast clouds,1/23/2013 20:00,2727,low
39707,None,259.15,0.0,0.0,5,Clear,sky is clear,12/12/2017 7:00,5928,very high
20374,None,272.08,0.0,0.0,1,Clear,sky is clear,1/2/2016 13:00,4426,high
24727,None,296.07,0.0,0.0,75,Clouds,broken clouds,7/6/2016 10:00,3872,medium
26168,None,293.16,1.52,0.0,90,Rain,heavy intensity rain,8/30/2016 1:00,356,very low
21277,None,261.65,0.0,0.0,90,Snow,light snow,2/14/2016 6:00,858,very low
23304,None,282.06,0.0,0.0,20,Clouds,few clouds,5/13/2016 1:00,417,very low
35417,None,296.86,0.0,0.0,90,Rain,light rain,7/17/2017 22:00,1709,low
17552,None,288.79,0.3,0.0,90,Rain,moderate rain,8/19/2015 12:00,5204,high
23590,None,294.56,0.0,0.0,75,Mist,mist,5/24/2016 10:00,4652,high
46344,None,295.55,0.0,0.0,90,Rain,light rain,8/1/2018 16:00,6455,very high
7428,None,301.15,0.0,0.0,40,Clouds,scattered clouds,7/4/2013 14:00,3257,medium
9270,None,286.93,3.98,0.0,92,Rain,moderate rain,10/5/2013 0:00,1065,very low
30979,None,276.53,0.0,0.0,1,Clear,sky is clear,2/12/2017 17:00,5766,high
9100,None,290.63,0.0,0.0,68,Clouds,broken clouds,9/24/2013 20:00,3283,medium
47016,None,292.1,0.76,0.0,75,Rain,light rain,8/24/2018 20:00,3076,medium
20808,None,271.55,0.0,0.0,90,Mist,mist,1/24/2016 13:00,4166,medium
38605,None,271.75,0.0,0.0,1,Clear,sky is clear,11/3/2017 4:00,842,very low
18996,None,279.87,0.0,0.0,1,Clear,sky is clear,10/13/2015 21:00,2424,low
1784,None,274.77,0.0,0.0,90,Clouds,overcast clouds,12/7/2012 19:00,3231,medium
45305,None,295.37,0.0,0.0,75,Rain,light rain,6/25/2018 10:00,4310,medium
16898,None,295.06,0.0,0.0,1,Clear,sky is clear,7/27/2015 7:00,5868,very high
4540,None,271.57,0.0,0.0,90,Clouds,overcast clouds,3/25/2013 23:00,919,very low
5816,None,290.44,0.0,0.0,1,Clear,sky is clear,5/6/2013 17:00,6027,very high
17484,None,290.43,3.74,0.0,90,Rain,heavy intensity rain,8/18/2015 12:00,4751,high
38257,None,285.08,0.0,0.0,1,Clear,sky is clear,10/23/2017 3:00,360,very low
23540,None,301.08,0.0,0.0,75,Clouds,broken clouds,5/22/2016 14:00,4332,medium
19630,None,274.0,0.0,0.0,90,Clouds,overcast clouds,11/22/2015 15:00,4066,medium
26631,None,295.72,0.0,0.0,90,Rain,moderate rain,9/15/2016 14:00,5164,high
39629,None,267.08,0.0,0.0,90,Clouds,overcast clouds,12/9/2017 14:00,5255,high
19130,None,275.4,0.0,0.0,1,Clear,sky is clear,10/22/2015 6:00,5859,very high
7745,None,303.68,0.0,0.0,12,Clouds,few clouds,7/17/2013 20:00,3238,medium
40201,None,256.61,0.0,0.0,90,Haze,haze,12/29/2017 18:00,3929,medium
11629,None,257.73,0.0,0.0,64,Clouds,broken clouds,1/20/2014 19:00,2627,low
25496,None,292.37,0.0,0.0,0,Clear,Sky is Clear,8/4/2016 22:00,2378,low
30416,None,274.08,0.0,0.0,90,Mist,mist,1/23/2017 6:00,5570,high
38078,None,276.43,0.0,0.0,40,Mist,mist,10/16/2017 4:00,854,very low
24621,None,298.47,0.0,0.0,40,Clouds,scattered clouds,7/2/2016 15:00,3487,medium
17137,None,289.69,0.0,0.0,1,Clear,sky is clear,8/6/2015 3:00,369,very low
5551,None,288.86,0.0,0.0,20,Clouds,few clouds,4/27/2013 11:00,4927,high
45396,None,299.85,0.0,0.0,1,Clear,sky is clear,6/28/2018 12:00,5109,high
37718,None,281.5,0.0,0.0,1,Clear,sky is clear,10/4/2017 5:00,3010,medium
31723,None,269.27,0.0,0.0,40,Clouds,scattered clouds,3/13/2017 15:00,5357,high
40034,None,264.22,0.0,0.0,75,Clouds,broken clouds,12/24/2017 4:00,303,very low
26641,None,290.62,1.86,0.0,75,Mist,mist,9/15/2016 19:00,3020,medium
42750,None,271.22,0.0,0.0,1,Clear,sky is clear,3/30/2018 2:00,329,very low
45633,None,291.58,0.0,0.0,5,Clear,sky is clear,7/7/2018 7:00,1710,low
2454,None,265.98,0.0,0.0,90,Mist,mist,12/28/2012 18:00,4134,medium
8239,None,299.18,0.0,0.0,8,Rain,light rain,8/6/2013 18:00,4567,high
13283,None,275.33,0.0,0.0,20,Clouds,few clouds,3/29/2014 23:00,2507,low
24135,None,297.36,0.0,0.0,8,Clear,sky is clear,6/12/2016 13:00,4347,medium
29688,None,272.42,0.0,0.0,90,Mist,mist,1/2/2017 13:00,3750,medium
24160,None,294.95,0.0,0.0,92,Clouds,overcast clouds,6/13/2016 14:00,5179,high
18461,None,299.8,0.0,0.0,1,Clear,sky is clear,9/21/2015 15:00,5867,very high
19548,None,285.15,0.0,0.0,90,Drizzle,drizzle,11/17/2015 20:00,2578,low
25384,None,296.14,0.0,0.0,75,Clouds,broken clouds,7/31/2016 10:00,1872,low
36014,None,288.28,0.0,0.0,1,Fog,fog,8/7/2017 1:00,405,very low
2137,None,266.14,0.0,0.0,90,Clouds,overcast clouds,12/17/2012 17:00,5590,high
7022,None,291.56,0.0,0.0,36,Clouds,scattered clouds,6/16/2013 7:00,1153,very low
3279,None,253.33,0.0,0.0,85,Clouds,overcast clouds,2/1/2013 14:00,5518,high
22830,None,280.78,0.0,0.0,75,Clouds,broken clouds,4/26/2016 23:00,1053,very low
26893,None,283.47,0.0,0.0,80,Clouds,broken clouds,9/26/2016 5:00,2830,low
39156,None,265.55,0.0,0.0,1,Clear,sky is clear,11/22/2017 0:00,633,very low
14519,None,297.33,0.25,0.0,40,Rain,light rain,5/20/2014 18:00,4573,high
14904,None,291.11,0.0,0.0,1,Clear,sky is clear,6/5/2014 2:00,343,very low
25426,None,295.39,0.0,0.0,90,Clouds,overcast clouds,8/2/2016 4:00,1005,very low
9751,None,273.27,0.0,0.0,64,Clouds,broken clouds,11/10/2013 7:00,1108,very low
1795,None,267.92,0.0,0.0,75,Clouds,broken clouds,12/8/2012 6:00,1192,very low
24535,None,286.85,0.0,0.0,1,Clear,sky is clear,6/29/2016 2:00,297,very low
2908,None,258.45,0.0,0.0,20,Clouds,few clouds,1/13/2013 22:00,1274,very low
39892,None,270.35,0.0,0.0,75,Mist,mist,12/18/2017 9:00,4901,high
15470,None,290.98,0.0,0.0,1,Clear,sky is clear,7/13/2014 8:00,2240,low
29133,None,257.62,0.0,0.0,5,Clear,sky is clear,12/14/2016 16:00,6306,very high
39504,None,269.75,0.0,0.0,90,Mist,mist,12/5/2017 1:00,327,very low
46684,None,305.0,0.0,0.0,1,Clear,sky is clear,8/13/2018 16:00,6163,very high
11263,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/6/2014 9:00,2844,low
43684,None,287.75,0.0,0.0,75,Thunderstorm,thunderstorm with light rain,4/30/2018 0:00,541,very low
3872,None,263.42,0.0,0.0,40,Mist,mist,2/25/2013 1:00,260,very low
36066,None,296.15,0.0,0.0,75,Clouds,broken clouds,8/8/2017 21:00,3548,medium
30065,None,255.72,0.0,0.0,1,Clear,sky is clear,1/15/2017 9:00,2258,low
28620,None,275.46,0.0,0.0,90,Mist,mist,11/29/2016 2:00,233,very low
31152,None,285.422,0.0,0.0,68,Clouds,broken clouds,2/20/2017 7:00,4948,high
9017,None,290.34,0.0,0.0,90,Drizzle,light intensity drizzle,9/18/2013 7:00,5951,very high
42093,None,271.15,0.0,0.0,90,Snow,snow,3/5/2018 21:00,753,very low
31352,None,275.35,0.0,0.0,1,Clear,sky is clear,2/27/2017 22:00,3711,medium
4298,None,269.11,0.0,0.0,90,Clouds,overcast clouds,3/15/2013 3:00,356,very low
3754,None,257.41,0.0,0.0,1,Clear,sky is clear,2/20/2013 19:00,3234,medium
1116,None,290.28,0.0,0.0,20,Mist,mist,11/11/2012 17:00,3636,medium
40493,None,275.08,0.0,0.0,90,Mist,mist,1/10/2018 10:00,4552,high
36654,None,291.72,0.0,0.0,90,Drizzle,drizzle,8/26/2017 18:00,3845,medium
44219,None,288.49,0.0,0.0,90,Clouds,overcast clouds,5/19/2018 14:00,4802,high
5047,None,274.65,0.0,0.0,90,Mist,mist,4/12/2013 16:00,6595,very high
12629,None,252.4,0.0,0.0,1,Clear,sky is clear,3/2/2014 11:00,3394,medium
30221,None,273.02,0.0,0.0,5,Mist,mist,1/19/2017 7:00,6175,very high
11410,None,277.63,0.67,0.0,64,Rain,light rain,1/12/2014 15:00,4151,medium
46962,None,293.66,1.02,0.0,90,Rain,moderate rain,8/24/2018 2:00,387,very low
31239,None,272.78,0.0,0.0,40,Clouds,scattered clouds,2/23/2017 7:00,7027,very high
21577,None,264.21,0.0,0.0,1,Clear,sky is clear,3/2/2016 0:00,676,very low
3022,None,261.02,0.0,0.0,90,Haze,haze,1/18/2013 11:00,4813,high
12930,None,266.19,0.0,0.0,40,Clouds,scattered clouds,3/15/2014 6:00,1231,very low
29706,None,272.95,0.0,0.0,90,Snow,light snow,1/2/2017 20:00,1785,low
2799,None,272.08,0.0,0.0,20,Clouds,few clouds,1/10/2013 17:00,5886,very high
29021,None,265.22,0.0,0.0,90,Mist,mist,12/11/2016 10:00,2206,low
4317,None,272.63,0.0,0.0,90,Snow,heavy snow,3/16/2013 6:00,1329,very low
21867,None,276.22,0.0,0.0,90,Clouds,overcast clouds,3/17/2016 9:00,5283,high
26147,None,295.51,0.0,0.0,90,Rain,light rain,8/29/2016 9:00,4247,medium
17702,None,288.41,0.0,0.0,75,Clouds,broken clouds,8/25/2015 0:00,594,very low
10996,None,264.62,0.0,0.0,64,Fog,fog,12/27/2013 0:00,690,very low
12602,None,253.14,0.0,0.0,90,Clouds,overcast clouds,3/1/2014 8:00,3003,medium
8526,None,294.46,0.0,0.0,0,Clear,Sky is Clear,8/19/2013 22:00,1730,low
40211,None,249.69,0.0,0.0,1,Clear,sky is clear,12/30/2017 4:00,339,very low
35051,None,300.28,0.0,0.0,1,Clear,sky is clear,7/3/2017 18:00,3567,medium
26009,None,288.58,0.0,0.0,1,Clear,sky is clear,8/25/2016 7:00,6256,very high
29292,None,268.75,0.0,0.0,90,Clouds,overcast clouds,12/19/2016 23:00,1063,very low
44193,None,300.61,0.0,0.0,75,Clouds,broken clouds,5/18/2018 15:00,6400,very high
37681,None,290.45,0.0,0.0,75,Rain,moderate rain,10/3/2017 2:00,212,very low
47947,None,288.18,0.25,0.0,90,Drizzle,light intensity drizzle,9/21/2018 4:00,867,very low
4597,None,269.63,0.0,0.0,1,Clear,sky is clear,3/28/2013 9:00,4991,high
17819,None,295.45,0.0,0.0,1,Clear,sky is clear,8/29/2015 15:00,4809,high
1417,None,272.42,0.0,0.0,90,Fog,fog,11/23/2012 19:00,2876,low
10387,None,271.85,0.0,0.0,90,Mist,mist,12/4/2013 4:00,822,very low
1368,None,278.33,0.0,0.0,75,Clouds,broken clouds,11/21/2012 22:00,1972,low
43846,None,287.16,0.0,0.0,1,Clear,sky is clear,5/6/2018 0:00,1674,low
34864,None,284.34,0.0,0.0,1,Clear,sky is clear,6/27/2017 2:00,340,very low
12876,None,266.56,0.0,0.0,20,Clouds,few clouds,3/13/2014 0:00,634,very low
30711,None,262.09,0.0,0.0,20,Clouds,few clouds,2/2/2017 11:00,4770,high
15521,None,292.02,0.0,0.0,75,Clouds,broken clouds,7/15/2014 12:00,5332,high
2690,None,270.17,0.0,0.0,1,Clear,sky is clear,1/5/2013 12:00,4406,high
12401,None,262.32,0.0,0.0,90,Clouds,overcast clouds,2/21/2014 2:00,218,very low
4970,None,279.1,0.0,0.0,90,Clouds,overcast clouds,4/10/2013 16:00,6383,very high
23562,None,296.87,0.25,0.0,75,Rain,light rain,5/23/2016 12:00,4754,high
18687,None,278.32,0.0,0.0,1,Clear,sky is clear,9/30/2015 8:00,5782,high
494,None,280.57,0.0,0.0,40,Clouds,scattered clouds,10/22/2012 2:00,259,very low
4392,None,265.14,0.0,0.0,90,Snow,heavy snow,3/19/2013 18:00,4438,high
15192,None,286.71,0.0,0.0,92,Rain,light rain,7/2/2014 2:00,312,very low
16376,None,293.91,0.0,0.0,1,Clear,sky is clear,7/7/2015 19:00,3261,medium
13670,None,267.74,0.0,0.0,75,Clouds,broken clouds,4/15/2014 3:00,355,very low
30015,None,253.5,0.0,0.0,90,Clouds,overcast clouds,1/13/2017 11:00,4909,high
21815,None,284.74,0.0,0.0,90,Rain,heavy intensity rain,3/15/2016 12:00,5085,high
18939,None,301.3,0.0,0.0,1,Clear,sky is clear,10/11/2015 17:00,2726,low
15865,None,300.23,0.0,0.0,5,Clear,sky is clear,8/3/2014 11:00,3952,medium
43017,None,270.95,0.0,0.0,5,Clear,sky is clear,4/7/2018 20:00,3079,medium
31232,None,276.08,0.0,0.0,90,Clouds,overcast clouds,2/23/2017 0:00,555,very low
19089,None,286.69,0.0,0.0,1,Clear,sky is clear,10/19/2015 22:00,1511,low
36607,None,290.79,0.0,0.0,90,Rain,moderate rain,8/25/2017 23:00,3047,medium
1088,None,279.9,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,11/11/2012 5:00,462,very low
259,None,282.18,0.0,0.0,90,Clouds,overcast clouds,10/13/2012 23:00,1931,low
2599,None,261.61,0.0,0.0,90,Mist,mist,1/2/2013 15:00,4836,high
20007,None,272.95,0.0,0.0,90,Clouds,overcast clouds,12/15/2015 2:00,281,very low
44231,None,282.51,0.0,0.0,1,Clear,sky is clear,5/20/2018 2:00,525,very low
8841,None,293.63,0.44,0.0,48,Thunderstorm,thunderstorm with light rain,9/9/2013 7:00,6612,very high
35217,None,294.42,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/10/2017 0:00,649,very low
15336,None,296.46,0.0,0.0,12,Clouds,few clouds,7/8/2014 18:00,4817,high
10815,None,264.17,0.0,0.0,64,Mist,mist,12/20/2013 2:00,364,very low
9551,None,280.08,0.0,0.0,32,Clouds,scattered clouds,10/18/2013 11:00,5225,high
4798,None,277.38,0.0,0.0,75,Haze,haze,4/5/2013 9:00,5107,high
39172,None,270.81,0.0,0.0,75,Snow,light snow,11/22/2017 16:00,6032,very high
9887,None,280.39,0.0,0.0,1,Clear,sky is clear,11/15/2013 23:00,1898,low
21350,None,262.35,0.0,0.0,40,Clouds,scattered clouds,2/17/2016 5:00,2741,low
28856,None,276.28,0.0,0.0,90,Rain,light rain,12/5/2016 19:00,3142,medium
40841,None,275.89,0.0,0.0,90,Clouds,overcast clouds,1/21/2018 17:00,3791,medium
6670,None,292.33,0.0,0.0,90,Clouds,overcast clouds,6/4/2013 16:00,6852,very high
15232,None,298.34,0.0,0.0,1,Clear,sky is clear,7/4/2014 17:00,2802,low
20126,None,273.4,0.0,0.0,90,Clouds,overcast clouds,12/21/2015 12:00,5102,high
19279,None,283.49,0.0,0.0,1,Clear,sky is clear,11/1/2015 11:00,3790,medium
11532,None,260.86,0.0,0.0,64,Clouds,broken clouds,1/16/2014 16:00,6413,very high
651,None,278.27,0.0,0.0,90,Thunderstorm,proximity thunderstorm with rain,10/26/2012 5:00,2430,low
40193,None,256.15,0.0,0.0,90,Haze,haze,12/29/2017 14:00,4750,high
4413,None,266.9,0.0,0.0,1,Snow,heavy snow,3/20/2013 18:00,4529,high
28844,None,271.35,0.0,0.0,1,Fog,fog,12/5/2016 8:00,5957,very high
42862,None,271.38,0.0,0.0,90,Mist,mist,4/2/2018 21:00,2702,low
17257,None,292.36,0.0,0.0,1,Mist,mist,8/10/2015 1:00,363,very low
4952,None,276.62,0.0,0.0,90,Clouds,overcast clouds,4/10/2013 3:00,297,very low
11161,None,248.15,0.0,0.0,1,Clear,sky is clear,1/2/2014 8:00,4944,high
43555,None,288.58,0.0,0.0,40,Drizzle,light intensity drizzle,4/24/2018 15:00,6010,very high
33030,None,288.54,0.0,0.0,90,Haze,haze,4/25/2017 15:00,5648,high
2813,None,272.79,0.0,0.0,20,Clouds,few clouds,1/11/2013 8:00,5751,high
26747,None,285.46,0.0,0.0,0,Clear,Sky is Clear,9/20/2016 2:00,391,very low
21727,None,283.29,0.0,0.0,1,Clear,sky is clear,3/12/2016 3:00,439,very low
44761,None,297.15,0.0,0.0,1,Rain,light rain,6/7/2018 18:00,4858,high
681,None,276.23,0.0,0.0,90,Clouds,overcast clouds,10/26/2012 20:00,3249,medium
38246,None,290.36,0.0,0.0,5,Clear,sky is clear,10/22/2017 16:00,4786,high
8266,None,289.11,0.25,0.0,0,Rain,light rain,8/8/2013 2:00,300,very low
31026,None,267.254,0.0,0.0,0,Clear,Sky is Clear,2/15/2017 1:00,368,very low
